,review,label
23,"Un Uppercut . Les mots n' ont pas assez de poids pour décrire le ressenti . Le film , d' une force inouie ... nous plonge dans le quotidien des casques bleues en ex-Yougoslavie , ou la violence peut surgir , et surgit , à tout moment . Le film reprend la structure de Voyage au bout de l' enfer de Cimino : avant , pendant , après et permettant une identification totale au spectacteur . Des scènes d' une intensité incroyable , filmées de manière assez banale afin de mieux en rendre la proximité . Ce qui à l' époque passait pour un conflit abstrait aux yeux du monde prend ici toute sa dimension . Parmi les critiques lus sur ce film , une m ' apparait particulièrement parlante , à savoir que le film a un effet addictif sur le spectateur . Un choc . LE FILM DE GUERRE du cinéma .",1
24,"Je voulais vraiment y croire , le début était accrocheur , et puis patatra , les incohérences s' accumulent , la réalisation patine dans la semoule , la direction d' acteur se porte absente , et même la musique n' arrive pas toujours à coller avec les scènes . Quelques bons acteurs , d' autres moins bons , mais surtout ce manque de cohésion , de fil directeur , ce qui est plutôt gênant pour un thriller , même fauché . Quant à la fin , je préfère m ' abstenir ... Quand même dommage , ce film avait un grand potentiel .",0
25,"Louis Malle à la réalisation , une approche alors inédite de la vie des célébrités , des scénes tour à tour poétiques et choquantes mais toujours parfaitements justes et Marcello Mastroianni en prime . Tout s' annoncait bien . Le probléme , c' est Brigitte Bardot , au jeu totalement inexpressif , ennuyeux et répétitif . Et c' est un gros probléme puisqu' elle apparaît dans chaques scénes . Quel gâchis !",0
26,"Ce premier volet de la mythique saga est déjà un film très bon et très sympa à voir , avec un Sean Connery parfait et une Ursula Andress divine . Relaxant .",1
27,"BOF bof la gageure etait haute car Vargasc ' est un univers . Les personnages comme JB Adamsberg et Danglard sont tres typés dans les livres et Les acteurs ne répondent pas du tout aux descriptions et a la psychologie des heros . le jeu est plat , le scénario manque de rythme ... A déconseiller clairement aux fan de Vargas",0
28,Film trop lent comme ses dialogues . Je n' ai pas du tout accroché .,0
29,Inadaptable le livre de kundera ? allez dire ça à kaufman ! Quel film superbe ! Kaufman à depuis intégrer le cercle des ex grands réalisateurs rejoignant alan parker et bien d' autres . C' est bien triste .,1
30,"Tout est fait dans ce film pour ennuyer et endormir le spectateur . Si son remake "" Dragon rouge "" n' est pas une grande réussite , il est toutefois plus prenant que ce "" Sixième Sens "" .",0
31,Film d' aventures ( en partie écrit pas Bertrand Tavernier ) déjà sans intérêt à sa sortie tant c' est plat et fade à suivre quelques petites scènes d' action égaillant ce film par-ci par-là mais l' histoire consiste essentiellement à regarder les personnages se déplaçant d' un point A à un point B. Dans le même genre et la même année il y a eu Le Dernier Train du Katanga qui est nettement plus captivant ; en fait Capitaine Singrid trouve son originalité par les femmes qui sont les héroïnes ce qui est rare dans ce type de cinéma pour cette époque .,0
32,"Non mais c' est une blague ? C' est quoi toutes ces critiques positives ? ? ? "" Premium rush "" est carrément ridicule et est dénué de toute crédibilité . Un film pour adolescents avec un semblant de scénario qui demeure nullissime . Tout est mal emmené , les dialogues sont pauvres , on n' y croit pas une seconde , on assiste à une course poursuite de 90 minutes avec un suspens dont on se fout éperdument . Deux bons acteurs ( Gordon-Levitt & Shannon ) pour un long-métrage où l' arrivée du générique final se fait attendre au plus vite afin d' en terminer avec ce film qui ne cesse de tourner en rond . Entre Michel qui nous fait du trial avec ses côtes cassées , un vélo qui accélère plus vite qu' une belle bagnole luxueuse , une fin totalement ridicule avec un gang de bikers , et j' en passe ... bref du cyclisme héroïque qui ne sert à rien .",0
33,"Malgré une bande annonce prometteuse , You ' re Next est un pur nanar se rêvant mieux foutu qu' il ne l' est vraiment , cumulant tous les clichés en la matière quand il ne s' agit pas d' incohérences absolument ridicules ( la mère qui se fait tuer dans la chambre fermée de l' intérieur et personne pour comprendre que le tueur est nécessairement dans la pièce ! ! ) Circulez y a rien à voir !",0
34,"Les années ont passé , mais la douleur reste la même dans ce village ravagé par un tsunami meurtrier . Les habitants sont comme "" paralysés "" et n' ont jamais trouvé la force d' aller de l' avant malgré tous les efforts du Père Douglas . Une lueur d' espoir arrive sous la forme d' un miracle lorsque Léo "" revient à la vie "" miraculeusement du moins , il se réveille comme si rien ne s' était passé alors qu' il venait de lui arriver quelque chose d' irrévocable . Avec ce genre de film , c' est soit on aime soit on n' aime pas en fonction de si on y croit ou pas , c' est vraiment l' élément clé et malheureusement pour moi , je n' ai pas du tout accroché au propos , mais aussi à l' histoire qui tourne rapidement en rond . La seule chose qui sort du lot est la très jolie photographie , mais aussi ce sentiment de quiétude avec des moments presque poétiques lorsque la voix off raconte ce qu' il se passe malheureusement , c' est loin d' être suffisant pour sauver le film qui m ' a vraiment ennuyé . C' est produit par Terrence Malick , je ne sais pas s' il s' est impliqué ou pas , mais c' est un film qui lui ressemble et comme certains de ces films notamment son dernier , je n' ai pas du tout aimé .",0
35,"Un très bons film mêlant intrigue policière , action et humour . Le film s' appuie en grande partie sur son duo d' acteurs composé de Mark Wahlberg et Denzel Washington qui fonctionne à merveille . Les deux acteurs sont très complémentaires . Leurs dialogues sont excellents et très drôles . Concernant le casting , on peut également citer Bill Paxton en bad guy avec pas mal d' humour également . Il y a aussi une très bonne dose d' action . L' histoire est efficace , sans plus . Le film a ce côté fun qui le rend totalement décomplexé et c' est tant mieux . Un bon film pour passer un moment sympa .",1
36,"Un film qui dénote beaucoup de maturité ... . Que ce soit dans l' étude des caractères ou dans l' exposition des émotions ..... C' est très équilibré et pour une fois l' appellation comédie dramatique prend tout son sens , puisque après une bonne heure de légèretés et de rencontres dans Paris , on assiste à un drame qui vous cloue à votre fauteuil ... . heureusement pour nous le film se termine sur à nouveau un ton léger ..... Le jeu des acteurs ( on retrouve un grand Kevin Kline aux mimiques naturelles et plus humbles , une Kristin Scott Thomas sobre et émouvante dans son jeu ) , une femme de 92 ans ( Maggie Smith ) pleine de mélancolie et d' esprit est tout à fait en harmonie entre eux et avec le réalisateur en quête d' authenticité ..... L' histoire sans vouloir la dévoiler parle d' un achat en viager où un américain va constater que le monde est petit ... C' est bien filmé dans des tons et couleurs sobres , avec quelques rares et jolies balades dans Paris ... . La musique fait de trop rares apparitions , on peut le regretter , mais ce film aux sonorités anglo américaines et françaises laisse une impression très favorable ,.... Je conseille ..... .",1
37,Il semble que le réalisateur a complètement négligé l' aspect oppressant du volet 1 pour favoriser un côté plus humoristique dans ce troisième film . Le problème est que cette transition fait perdre toute la crédibilité du scénario . Seul le personnage du croque-mort est convaincant .,0
38,"Histoire soporifique sur un fait divers qui a peut-être passionné l' Amérique des années 90 , mais auquel le français que je suis reste très hermétique . Le film cherche à tirer les larmes aux spectateurs par son côté malsain . En plus il n' y a pas de chute car l' affaire n' a jamais été élucidée .",0
39,"Petit film amateur réalisé par des fans du genre . Malheureusement , le manque de moyen technique et d' originalité est flagrant . Mais avec de la persévérance , ils iront loin !",0
40,"Une première bobine réussie déjà annonciatrice de tout le talent de son excentrique réalisateur Alex De La Iglesia grâce à un scénario décalé bourré de références mêlant habilement l' humour trash à un zeste de gore franchement tordant tout en injectant une peinture acerbe de la société qui tacle méchamment les médias ainsi que la bourgeoisie . On retrouvera même dans ce sympathique Action Mutante les gueules chers au cinéma d' Alex De La Iglesia en les personnes d' Alex Angulo et Santiago Segura dans des rôles à leur démesure ainsi qu' une utilisation toute particulière de la musique avec , par exemple , un remix amusant du thème de Mission Impossible . Cette production Almodovar est une réussite et , je crois qu' on peut le dire sans mal , le coups de maître n' est pas passé loin .",1
41,"Un film tourné comme un documentaire ( d' ailleurs , basé sur des faits réels ) qui nous montre bien l' importance énorme du pouvoir financier et politique sur la population . Les démocraties sont en fait de façade , tant que le peuple laisse les grands et les puissants agir à leur guise ... Impressionnant !",1
42,"Un doublage calamiteux et un sous-titrage partiel totalement stupide ( genre ce que chante l' actrice est sous-titré , mais ce que lui répond l' acteur n' est pas traduit ... Vachement intelligent ! ) Le film est à bannir en version française . Pour le reste , le jeu des actrices ( vraiment excellentes ) permet de supporter celui des acteurs beaucoup plus stéréotypé et la qualité variable des chansons ( dès qu' on tombe dans la comédie musicale et que les chants sont censés servir l' histoire , l' ensemble devient un peu bancal ) . Bref , un film qu' on peut ne pas voir .",0
43,"Bon premier quart d' heure . Et puis , les malheurs qui s' accumulent chez un homme , cette envie de rebondir qui permet à tout le monde de soudainement trouver le bonheur , ce défi qui s' accomplit miraculeusement ... Surtout du cliché et du prévisible : ce film ne brasse finalement pas grand chose . Une belle journée , mais une soirée un peu ratée .",0
44,"Un film bénéficiant d' un culte ... lyonnais . Désolée d' apporter une si mauvaise critique mais je n' ai vu que deux films à 5 étoiles exclusivement sur Allociné , un Béla Tarr et celui-ci . Ici il est question d' un Stradivarius trouvé dans une poubelle ... était-il enroulé dans le scénario de ce film ( si tant est qu' il y en eut un ) ? Tout est incohérent , crasseux , infâme , mal filmé , joué comme dans une suite de répètes niveau théâtre amateur , rien n' est vraiment achevé , et ce n' est même pas intéressant . Vraiment infâme . Un des trois films les plus injustifiables que j' ai jamais vus . Mais que ce soit culte pour les lyonnais au point d' avoir été joué chaque samedi soir pendant x années , je le conçois parfaitement .",0
45,L' oiseau du succès abattu en plein vol ... triste destiné ...,1
46,"L' ILE DU DOCTEUR MOREAU est un film qui a souffert à tous les stades de sa production et ça se voit . Cependant il est ( très ) loin d' être aussi mauvais que certains le prétendent . C' est un mix en Apocalypse Now et La Monstrueuse Parade ( toutes proportions gardées ) , qui a de nombreuses qualités . D' abord , John Frankenheimer a parfaitement réstitué l' atmosphère cauchemardesque du livre : certaines scènes tiennent de la folie pure ( celle ou Moreau joue du Chopin avec un nain difforme est délirante ! ) ! . Ensuite , les maquillages sont proches de la perfection , et les acteurs comme Ron Perlman ou Mark Dacascos sont parfaits en hommes-animaux . Enfin le film fonctionne très bien en métaphore de notre monde à nous , et Marlon Brando , obèse et cabotin , colle parfaitement au personnage . Dommage juste que Val Kilmer soit si peu concerné et que le héros soit interprété par David Thewlis , acteur qui a le charisme d' une brosse à dents . Voilà un film qui mérite d' être réévalué .",1
47,A aller voir d' urgence !,1
48,Nul et ridicule Tout le monde n' est pas FRISON ROCHE UN NAVET que les comédiens n' arrivent pas à rendre crédible Aucune émotion ne passe . des cris et des hurlements des gros plans et de l' agitation permanente On n' y croit pas une seule seconde Lamentable de faire un téléfilm et de le passer à la tv,0
49,""" Boule et Bill "" où l' histoire d' un film surprise , surprise agréable au demeurant pour le spectateur . Septique ? J' avoue , que comme vous je l' ai été avant d' aller voir cette comédie inspiré de la bande-dessinée culte , pourtant qu' elle n' était pas mon erreur ! Ce film vaut pour l' humour omniprésent les gags irrésistible et particulièrement unescène de course-poursuite décapante entre un camion et une 2CV . L' humour et la joie des acteurs dont Frank Dubosc font mouche tout du long et à la fin on en vient à vouloir adopter cette adorable boule de poil qu' est bill ! Au final , on passe un bon moment , le film n' est ni trop long , ni trop court , il s' avère avoir été intelligemment pensé et joui même d' une assez bonne fin , la morosité de votre quotidien vous pousse dans le gouffre de la dépression ? Venez voir ce film et vous retrouverez le sourire à tout les coups ! Mention spécial , au jeune acteur campant le rôle de Boule , juste extraordinaire de talent et de maîtrise artistique , chapeau bas l' artiste !",1
50,On retrouve avec plaisir nos deux ripoux préférés pour une super histoire encore . Cette suite est très bien réussie !,1
51,Film avec une belle affiche d acteur mais sa s arrête la . Le film n' a aucun rebondissement on devine absolument tout à l avancé . Mais vriament longtemps avant,0
52,"Une curiosité que ce film , qui se veut être l' adaptation d' une livre mais reste aussi froid que des pages blanches . Daniel Auteuil n' est pas mal dans son rôle d' homme qui a choisit la facilité à l' amour . Sa partenaire malgré son rôle plutôt important passe inaperçue ; on ne l' a voit pas . La belle fille qui l' écoute joue le femme blessée mais tourne au pathétique dès quelques minutes .",0
53,"Fan de la série , je dois m ' avouer profondément déçu par South Park le film . L' idée de la guerre US / Canada aurait pu fonctionner , mais le temps d' un épisode de 20 mn . La preuve , pour combler le vide , les auteurs ont cru bon de rajouter de nombreuses séquences musicales somme toutes assez plates . Un conseil , si vous avez 1h20 à tuer , enchaînez-vous plûtot 3-4 épisodes . Vous avez tout à y gagner .",0
54,"Moins catastrophique que le "" Fullmetal alchemist "" sorti quelques mois plus tôt , cette version live de "" Bleach "" n' a pourtant rien d' intéressant à montrer . Le scénario est une quête initiatique basique et le spectacle n' a rien d' exaltant .",0
55,"C' est dommage je dirais ... une belle photo , un très bon jeux d' acteur mais un scénario brouillon ( je me demande même si le réalisateur avait finit d' écrire son scénario avant de tourner ou s' il l' écrivait au fur et à mesure ) , une intrigue que j' ai désiré mais que je n' ai pas eu ... sans grand intérêt en somme , ca se laisse regarder quoi , mais bon ...",0
56,"Très coloré , un scénario très simple et bien ficelé , un mélange de nationalité , de genre et de culture . Ca n' est pas un GRAND film , juste un bon moment de divertissement . A voir un jour de cafard , pour avoir la pêche .",1
57,"Un film magnifique avec un duo d' acteurs excellent : Robert De Niro et Robin Williams ( deux acteurs que j' aime beaucoup ) . L' Eveil m ' a beaucoup ému , j' avais les larmes aux yeux presque pendant tout le film , les acteurs sont très touchants tout comme l' histoire .",1
58,"Un très beau film sur l' amour , le divorce , l' importance de l' enfant dans un couple d' après le roman de Françoise Dorin . Les rapports humains sont justes , sans excès et l' on s' identifie très vite à l' un des protagonistes tant leur histoire ressemble à la notre . Marlène Jobert incarne parfaitement la femme tiraillée entre l' amour passionnelle et l' amour d' un enfant . Le film , vous l' aurez compris , narre bien l' histoire ambivalente d' une femme et d' une mère et l' on se laisse volontiers porter dans son mélodrame . Je salue également la superbe restauration orchestrée sur le DVD édité par Gaumont . Ce film rarement diffusé mérite vraiment le détour .",1
59,Que sont longues ces 120 minutes de comédie à l' eau de rose . Un final ressenti à 300 km et des phases qui trainent en longueur sans aucun intérêt . A éviter .,0
60,"Derrière Le Miroir est un véritable chef-d'oeuvre des années 50 signé Nicholas Ray que j' ai découvert encore une fois grâce à Scorsese qui parle du film dans son voyage à travers le cinéma américain . Le titre original Bigger Than Life est plus explicite et nous montre déjà les ambitions exacerbés dont va souffrir notre personnage principal . Celui-ci est incarné par un James Mason magistral qui signe une des ses meilleurs performances en incarnant cet homme sombrant dans la folie . La réalisation est superbe , le travelling d' entrée de film donne le ton avec un cinemascope pourtant peu utilisé pour les drames psychologiques à l' époque , on retiendra également les plans du traitement à la cortisone à l' hopital et d' autres . La bande originale n' est pas mémorable mais souligne bien l' image grâce au travail de David Raksin . Certains regretteront peut-être une fin trop positive mais c' est un détail par rapport à la qualité du reste du film qu' il serait dommage de porter préjudice au film pour cela .",1
61,"A MUST SEE MOVIE . Ce documentaire présente ce que nous devrions apprendre à l' école en sciences naturelles . Un film qui change notre perception , compréhension des arbres . Un vrai modèle d' intelligence dont nous devrions nous inspirer et que nous devons impérativement protéger .",1
62,"C' est probablement l' un des films les plus surestimès du cinèma amèricain ! Une comèdie musicale mineure qui marque avant tout les retrouvailles de Vincente Minnelli avec la ravissante Leslie Caron ! Le rôle inspirè par le roman de Colette ètait destinè à Audrey Hepburn , qui n' ètait pas disponible ( ouf , heureusement ! ) . Le très fade Louis Jourdan et le trop souriant Maurice Chevalier ( son accent anglais est juste insupportable ) complètent une distribution qu' il fallait française , l' action se dèroulant dans le Paris de 1900 ! En 1958 , "" Gigi "" reçut pas moins de huit Oscar dont celui du meilleur film et du meilleur rèalisateur ! Comprenne qui peuvent ! Un raz de marèe et un grand succès public pour ce qui est le plus mauvais film de Minnelli ! Alors que la même annèe , ce dernier rèalisa son chef d' oeuvre : "" Some Came Running "" avec Frankie Sinatra ! Visuellement , "" Gigi "" est plutôt pas mal car Paris est filmè comme seuls savent le faire les amèricains ! Mais dans son ensemble , l' oeuvre paraît aujourd'hui très thèâtrale en raison du jeu des acteurs et des dècors ! Les amoureux de Paris ne seront pas dupe en regardant "" Gigi "" . Restent quelques chansons et le charme indiscutable de Leslie Caron qui sauvent ce film de la banalitè , avec en toile de fond d' excellents costumes captès par l' oeil de Joseph Ruttenberg ...",0
63,"A mille lieues du film de zombies classique et à des années lumières de la majorité de ces bouses cinématographiques pullulant ces dernières années et reprenant le thème du mort-vivant , "" The revenant "" créé la surprise . Une grosse surprise même . Ce film se distingue de la masse tant par la manière dont le concept fut développé que par l' intelligence de son scénario et par la qualité de ses dialogues . L' humour noir , souvent présent , sait s' éclipser pour la mise en place d' une atmosphère tragique et dramatique . Inutile de palabrer , le plus simple serait carrément de le regarder . Une merveille ! ! ! !",1
